지점,지점명,위도,경도,노장해발고도(m)
1337,건지,37.0124,127.238,34
1337,보세방겐,60.6333,6.4333,54
1338,내우,36.9972,127.317,58.17
1338,방스네스,61.1667,6.65,
1339,사흥,37.0023,127.353,79
1340,봉산,37.0081,127.28,71
1340,에이드피오르,60.4167,7.2833,737
1341,승두,36.9988,127.172,44.49
1342,양지,36.9753,127.215,37
1343,외가천,37.0397,127.13,25
1344,용월,37.073,127.375,127
1344,미엘피엘,60.7,6.95,695
1345,죽산,37.0786,127.423,106
1347,안양,37.3867,126.932,15
1347,송달/하우카센,61.15,7.1333,497
1348,안양(수목원),37.4192,126.936,6
1349,안양9,37.3915,126.908,15
1350,핀세바튼,60.6,7.5333,
1350,부림,37.3943,126.957,5
1352,산다우그,60.1833,7.4833,1250
1354,남면,37.8982,126.977,126.71
1355,라에덜-몰도,61.0667,7.5167,36
1356,교평,37.4772,127.485,44
1357,다문,37.4868,127.596,74
1358,문호,37.6066,127.349,37
1359,보룡,37.5386,127.673,111
1359,예일로-올데브로텐,60.5333,8.2,774
1360,브라타,61.9,7.8667,712
1360,석곡,37.4252,127.751,121
1361,그로틀리,62.0167,7.6667,872
1361,양근,37.4864,127.493,40
1362,옥천,37.5181,127.456,39
1363,용담,37.544,127.326,36
1364,예일로-예일로스톨렌,60.5167,8.2167,810
1364,용두,37.5562,127.711,117
1365,운심,37.495,127.41,49
1366,지평,37.4744,127.639,100
1366,소그네피엘,61.5667,8,1415
1367,퍼게네스,60.9833,9.2333,365
1367,하자포,37.426,127.537,42
1368,간매,37.2729,127.712,73.29
1369,번도,37.3001,127.574,62.73
1370,스코브-스퇴슬렌,61.5167,9.3833,865
1370,삼거,38.0852,127.019,40
1371,궁평,37.998,127.073,48
1372,내산,38.1352,127.127,245
1373,수덕원,38.1559,127.145,195
1373,네스뷔엔-토도크,60.5667,9.1333,166
1374,필승교,38.1141,126.961,42
1375,갈담,37.3296,127.242,65
1375,크뷔트웰,61.4833,9.9667,1028
1376,걸스뷔크,60.3833,9.6,142
1376,고당,37.1666,127.313,141
1377,기흥구청,37.2804,127.115,101.62
1378,릴레함메르-세테렝엔,61.1,10.4667,239
1378,공세,37.243,127.103,101
1379,동천,37.3419,127.099,72
1380,봉무,37.1155,127.151,27
1380,비에나베우,61.65,10.1167,940
1381,포곡,37.2984,127.2291,125
1382,이동면(신원CC),37.178,127.25,239.29
1383,에벤스타드,61.4167,11.0667,257
1383,양지,37.2355,127.28,126
1384,오슬로/가르데르모엔,60.2,11.0833,204
1384,언남,37.2968,127.119,89
1384,오슬로,60.2,11.0833,204
1385,하마르,60.8167,11.0667,222
1385,풍덕천,37.3222,127.097,73
1386,하마르,60.8,11.1,132
1386,고천,37.3447,126.968,72
1387,부곡,37.3109,126.95,39
1388,청계,37.3886,126.996,56
1389,고당,37.0915,127.5465,82
1389,레나-하우게달렌,61.1667,11.45,240
1391,수광,37.3035,127.404,75
1392,플리에사,60.6167,12.0167,185
1393,초지,37.2271,127.4923,75.08
1393,드레브쇼,61.8833,12.05,672
1394,현방,37.3363,127.4908,72.3
1395,금당,37.1296,127.5221,108.92
1396,후안,37.2203,127.4247,78.01
1397,파평,37.9219,126.838,26.89
1397,트르위실 백스테숀,61.3,12.2667,
1398,문산,37.8571,126.7913,38.97
1399,조리,37.7448,126.805,16.67
1400,월롱,37.796,126.79,26.22
1401,법원,37.8475,126.886,77.84
1401,프리그,59.9833,2.25,48
1402,교하,37.753,126.747,23.25
1403,유트시라 피르,59.3,4.8833,55
1403,파주,37.8309,126.8201,35.48
1404,팽성읍,36.9652,127.06,20
1404,팽성읍,36.9666,127.0613,
1405,서탄면,37.1082,127.035,29.13
1406,스라테로이 피르,59.9167,5.0667,15
1406,안중,36.9996,126.9318,48.7
1407,현덕면,36.9673,126.921,28.51
1408,고덕면,37.0422,127.018,28.27
1408,헤우게순/카르뭬,59.35,5.2167,24
1409,청북,37.0465,126.9706,33.01
1410,선단동,37.8542,127.159,129.33
1411,내촌면,37.7862,127.229,126.91
1411,크빗소이-노르보,59.0667,5.4167,21
1412,영중면,38.0054,127.245,95.59
1412,오브레스타드,58.65,5.5667,
1413,팔탄,37.1612,126.903,34
1414,남양,37.2118,126.824,18
1415,스타방예르/솔라,58.8833,5.6333,9
1415,서신면,37.1666,126.709,11
1416,정남면,37.1604,126.971,55
1416,스타방예르 볼란,58.95,5.7333,72
1417,삼존,37.2179,126.7392,42
1417,네디레 밧스,59.4833,5.75,64
1417,삼존,37.2179,126.739,
1418,봉담읍,37.22,126.949,43
1419,마도면,37.2055,126.77,11
1420,양감면,37.0813,126.944,28
1421,비봉면,37.2356,126.874,39
1422,장안면,37.0799,126.832,47
1422,피스테르 시그문스타드,59.1667,6.0333,25
1423,피스터-토네？,59.1667,6.05,50
1423,매송면,37.25,126.909,16
1424,동탄면,37.17,127.09,38
1424,사우다,59.65,6.3667,5
1425,에이크 호베,58.5167,6.5167,66
1425,우정읍,37.09,126.815,31
1426,진안,37.2089,127.036,33
1426,에이게로야,58.4333,5.8667,49
1426,진안,37.2087,127.0358,
1427,향남,37.13,126.92,35
1427,리스타 피르,58.1167,6.5667,14
1428,명지산주차장,37.9361,127.489,201.92
1429,널미재고개,37.6633,127.547,299.87
1430,만달,58.0167,7.45,12
1430,축령산,37.7575,127.3419,627.52
1431,운악산주차장,37.8631,127.3489,172.16
1431,시르달 호겐,58.9333,6.9167,557
1432,호명호수,37.7464,127.4737,540.65
1432,실달-트졸홈,58.8833,6.85,500
1433,장흥면,37.7179,126.941,102.84
1434,덕정동,37.8442,127.066,98.07
1434,복시,59.7667,7.3667,
1435,은현면,37.875,127.025,90.48
1436,남방동,37.7735,127.044,65.07
1436,린데스네스 피르,57.9833,7.05,13
1437,백석읍,37.7948,126.985,110.39
1438,회천2,37.8216,127.046,89
1438,회천2,,,
1439,누산,37.6825,126.6566,17.89
1439,누산,,,
1440,원미,37.4958,126.787,31.65
1440,원미,,,
1441,은행,37.4362,126.7988,18.1
1441,호브덴 -룬다네,59.5833,7.3833,
1441,은행,,,
1442,뷔글란스피요르-솔박,58.6667,7.8,212
1442,원시동,37.3052,126.7885,14.52
1442,원시동,,,
1443,성곡동,37.3061,126.757,19.47
1443,성곡동,,,
1444,원곡동,37.3318,126.7894,16.41
1444,원곡동,,,
1445,선부2동,37.3385,126.8026,32.67
1445,선부2동,,,
1446,수암동,37.3618,126.8732,51.92
1446,수암동,,,
1447,회달스모,59.5,8.2,560
1447,흥덕도서관,37.2749,127.084,95
1447,흥덕도서관,,,
1448,운정동,37.7234,126.7564,3
1448,옥쇠이 피르,58.0667,8.05,9
1448,운정동,,,
1449,다산2동,37.6095,127.1684,30.05
1449,다산2동,,,
1450,뫼스트란,59.8333,8.1833,977
1450,신풍동,37.284,127.0105,19
1451,인계동,37.2634,127.0286,23.5
1452,광교동,37.2853,127.0293,22.8
1452,크리스티안산/퀴예빅,58.2,8.0833,17
1453,영통동,37.247,127.0563,16
1454,천천동,37.2951,126.9769,27
1455,경수대로,37.2788,127.0313,3.5
1455,트와잇순,59.0333,8.5167,252
1456,고색동,37.2524,126.9764,9
1457,단대동,37.4494,127.1554,12
1458,정자동,37.3615,127.1114,11
1459,수내동,37.3828,127.1189,21.6
1459,네라우그,58.65,8.6333,142
1460,성남대로,37.4342,127.1292,3.5
1461,복정동,37.4563,127.1306,11
1463,상대원1동,37.4333,127.1644,10
1464,의정부동,37.7356,127.0408,8.3
1465,의정부1동,37.7464,127.0478,14.8
1465,트룽겐 피르,58.4,8.8,12
1466,안양동,37.39,126.9305,49
1467,부림동,37.3942,126.9579,40
1467,링괴르 피르,58.6333,9.15,4
1468,호계동,37.3812,126.9527,46
1468,콩스빙에르,60.1833,12,
1469,호네포스-호이비,60.1667,10.25,142
1469,안양2동,37.405,126.9177,33
1470,철산동,37.4787,126.8653,12
1470,그바르브,59.3833,9.2,
1471,베글리,60.05,9.15,
1472,고잔동,37.3219,126.8309,20.9
1473,원시동,37.3052,126.7884,11
1473,콩스베르그 브란스타숀,59.6167,9.6333,170
1474,본오동,37.2962,126.8723,13.4
1475,원곡동,37.3316,126.8018,11
1476,부곡동,37.332,126.8611,12.3
1476,좀퓌란드 피르,58.85,9.55,
1477,콩스베르그,59.6667,9.65,168
1477,대부동,37.2409,126.5854,11.1
1478,스벤넬 리,58.9667,10.15,15
1478,호수동,37.3103,126.8244,12.5
1479,중앙대로,37.3166,126.8279,3
1480,별양동,37.4236,126.9945,13.3
1480,드람멘 베르슈코그,59.75,10.1333,8
1481,과천동,37.4488,126.9945,15.5
1481,멜섬,59.2333,10.35,26
1482,페르데 피르,59.0333,10.5333,6
1482,교문동,37.5957,127.1364,49.59
1483,톨프,59.2,10.2667,88
1483,동구동,37.6183,127.1384,33.59
1484,부곡3동,37.3193,126.9504,10.6
1484,에우르슈코그,59.9167,11.5833,128
1485,고천동,37.3478,126.9759,15
1486,아스케,59.85,10.4333,
1486,정왕동,37.3471,126.74,12.5
1487,시화공단,37.3493,126.7462,19.2
1488,하카달,60.1167,10.8333,170
1488,대야동,37.4431,126.7885,11
1489,금곡동,37.636,127.2165,14.1
1490,비전동,36.9924,127.1127,27.51
1490,트리바스회그다,59.9833,10.6833,414
1491,안중,36.9858,126.9317,25.03
1492,오슬로-블린데른,59.95,10.7167,94
1492,금촌동,37.7518,126.7774,14.5
1492,오슬로,59.95,10.7167,94
1493,행신동,37.6224,126.8423,4
1493,살프스볼그,59.2833,11.1167,
1494,식사동,37.6856,126.8134,18.5
1494,리게,59.3833,10.7833,53
1495,스트롬탕옌 피르,59.15,10.8333,
1495,백마로,37.6545,126.7756,3.5
1496,경안동,37.4111,127.2579,57
1497,김량장동,37.2345,127.2013,11.2
1498,수지,37.328,127.0952,19
1499,기흥,37.2804,127.1147,19.5
1500,창전동,37.2836,127.4407,99
1501,선단동,37.9535,127.1591,14.5
1502,사우동,37.6193,126.7167,10
1503,고촌면,37.6064,126.7633,34.59
1504,통진읍,37.6918,126.5973,25.84
1505,당동,37.3538,126.9452,18.1
1506,산본동,37.3612,126.9361,20.2
1507,오산동,37.1588,127.0774,20.7
1508,신장동,37.5394,127.215,12.3
1509,남양동,37.2118,126.8238,7.5
1510,향남읍,37.1324,126.9203,7.5
1511,동탄동,37.1969,127.0722,19.5
1512,백석도서관,37.8246,126.9837,18.5
1513,보산동,37.9176,127.0613,28.26
1514,봉산동,37.0081,127.2798,12
1516,내동,37.52,126.7736,12.83
1517,중2동,37.4941,126.7702,18
1518,오정동,37.5279,126.7967,13.85
1519,계남공원,37.5056,126.7589,11.35
1520,전패고개,37.8679,127.439,629.84
1521,칼봉산,37.8354,127.456,235.7
1522,홍적고개,37.9555,127.581,313.02
1523,명화교,37.9694,127.458,269.78
1524,설악활곡,37.6391,127.513,142.7
1527,양주2,37.7969,127.08,87
1529,회천4,37.8326,127.0901,82
1530,광적,37.8246,126.984,99
1531,소흘읍,37.8232,127.139,123
1532,군내면,37.889,127.217,122
1533,회천3,37.8378,127.069,104
1534,운중동,37.3909,127.078,18
1535,대왕판교로,37.3816,127.1023,5
1536,소하동,37.4523,126.8849,19
1537,여주시,37.2987,127.629,10
1538,연천읍,38.0965,127.0751,11
1539,가평읍,37.8313,127.5096,13
1540,가재,37.0444,127.0948,20.53
1541,이동면,38.0307,127.3676,151
1542,창수면,37.9917,127.1892,71
1543,평택항,36.9746,126.8455,15
1544,갈매,37.6415,127.1135,44
1545,동구,37.6117,127.1394,23
1546,인창,37.6045,127.135,31
1547,교문1,37.6012,127.1277,54
1548,교문2,37.587,127.1341,26
1549,수택1,37.5964,127.1491,27
1550,수택2,37.5932,127.1401,26
1551,수택3,37.5915,127.1382,26
1552,아천,37.5689,127.1221,15
1553,운정,37.75,126.77,27.22
1554,위례,37.5392,127.2148,77
1555,하대원동,37.4283,127.1463,56.51
1556,중앙도서관,37.4054,127.1346,82.22
1557,별내동,37.6462,127.122,35.81
1558,내손,37.3821,126.9765,18
1560,양평,37.4872,127.5962,11
1561,신천,37.4356,126.782,12.5
1562,정왕보건지소,37.3466,126.7403,15.43
1563,석탄,37.7341,126.6693,9
1564,포내,37.7169,126.5218,7
1565,중앙,37.0553,127.0559,25.9
1565,중앙,,,
1566,지산,37.0774,127.0576,22.92
1567,송북,37.0816,127.0603,18.56
1568,신장1,37.0839,127.0524,24.55
1569,신장2,37.0764,127.0525,31.12
1570,통복,37.0007,127.0874,9.15
1571,비전1,37.0005,127.0952,16.83
1572,비전2,36.9903,127.1119,13.85
1573,원평,36.9893,127.0806,6.08
1574,세교,37.007,127.0824,29.7
1575,진위,37.1002,127.0908,19.6
1576,기배,37.2243,126.9846,27
1577,반월,37.233,127.0609,51
1578,동탄2,37.197,127.0722,39
1579,탄현,37.6936,126.7762,43
1580,지영,37.7251,126.8349,16
1581,중부대로,37.2754,127.1137,4
1582,오남읍,37.6989,127.2047,19.5
1586,자유로 장항IC,37.6439,126.7489,
1589,자유로 가양대교북단,37.5799,126.8575,
1590,309호선 학의JC남측,37.3892,127.0022,
1591,322호선 전곡항입구,37.1911,126.6536,
1592,신원동,37.6667,126.8866,16.3
1594,우정읍측정소,37.0898,126.8154,30.05
1595,청계동,37.1961,127.1195,78.66
1596,주엽동,37.6683,126.7564,13.6
1597,송북동,37.0816,127.0601,24
1598,전곡,38.0212,127.0632,49
1599,매화,37.4179,126.8154,9
1679,6번국도(대심리),37.5077,127.3877,31
1681,45번국도(이석리),37.5041,127.2834,39
1682,77번국도(법흥리),37.7617,126.6881,9
1683,77번국도(내포리),37.857,126.768,8
1701,가평(가평읍),37.846,127.5008,80
1702,고양시1(구산동),37.6496,126.8703,24
1704,김포시(월곶면),37.6943,126.5564,43
1708,남양주(진건읍),37.649,127.1964,88
1709,시흥시(하중동),37.4008,126.8084,12
1711,안성시(보개면),37.0238,127.2866,73
1712,양주시(광적면),37.8228,126.9743,107
1713,양평군(양평읍),37.5091,127.5133,191
1715,연천군(동막리),38.1038,127.077,59
1716,용인시(처인구),37.1728,127.2989,149
1719,이천시(중리동),37.2727,127.4325,90
1721,평택시(오성면),37.0133,126.9815,31
1723,화성시(봉담읍),37.2198,126.9494,42
1724,고양시2(덕양구),37.6722,126.6967,39
1725,안산시2(상록구),37.3005,126.8442,23
1727,수원시(서둔동),37.2736,126.993,46
1729,연천군(신서면),38.1716,127.1033,126
1730,이천시 장호원,37.1492,127.6138,72
1800,횡산,38.1163,126.9869,9
1801,군남조절지,38.1029,127.021,57
1854,자유로 구산IC동측,37.6694,126.6947,
1870,불광동,37.6099,126.9328,45
1871,송정동,37.419,127.2474,53
1872,소사본동,37.48,126.7999,46
1873,강하면,37.495,127.4105,39
1874,설성면,37.1471,127.5492,112
1875,관인면,38.1018,127.2132,169
1876,신풍동,37.3478,126.9759,61
1888,파주,37.9062,126.7311,48
1890,팔일봉,37.782,126.9241,235
1891,금왕산,37.4567,127.7896,382
1892,어비산,37.5709,127.5261,748
1893,삼각산,37.4407,127.709,314
1894,한나무봉,37.9505,137.3788,750
1895,서리산,37.7591,127.328,704
1896,청우산,37.8004,127.4168,538
1897,연천 밥재,38.059,126.8804,160
1898,연천 고랑포,37.9868,126.8355,101
1899,백학산,37.9508,126.7441,200
1900,천덕산,38.2397,127.0626,410
1901,밤고개,38.1664,126.9861,226
1902,용인 응봉,37.3102,127.0672,231
1903,남양주 용암산,37.7504,127.1423,401
1905,파주 비학산,37.8788,126.9093,389
1906,양평 소리산,37.6095,127.6656,400
1908,문수산,37.7611,126.5404,147
1909,월롱산,37.7988,126.7508,250
1910,홍릉수목원,37.5938,127.0428,51
1912,천장산,37.5984,127.0473,65.37
1913,용마산,37.5819,127.1058,273.71
1914,봉산,37.6078,126.9022,175.89
1915,개화산,37.5839,126.8046,107.87
1916,구룡산,37.468,127.0544,222.39
1917,관악산,37.4499,126.9294,381.85
1918,수락산,37.6859,127.0764,339.73
1919,황학산,37.2746,127.6459,112.75
1920,수유,37.6432,127.0025,96
1921,북한산성,37.6544,126.9509,76.01
1922,구캡소대,37.7134,127.0105,378
1923,오봉삼거리,37.6976,127.0065,605
1924,송추,37.7126,126.9809,150
1946,칠보산,37.2668,126.9246,80.02
1947,운악산,37.7598,127.1771,277.57
1948,바래기산,37.1717,127.2693,366.94
1949,마감산,37.3013,127.7536,280.44
1951,이천지사-고담동,37.2436,127.4686,117
1952,진천지사-화봉리,37.056,127.475,191
1970,고양,37.6767,126.6851,195
1971,안성,36.9705,127.3297,149
2000,용화산(성불령),38.0606,127.7509,796
2001,연엽산,37.7936,127.8308,632
2002,흑운토령,38.3048,127.6855,671
2003,곰배산,38.2202,127.455,683
2004,고황봉,38.5765,128.3459,304
2005,까치봉,38.5142,128.3395,524
2006,건봉산,38.43,128.3387,910
2007,고성 죽변봉,38.303,128.4757,200
2008,고성 성인대,38.2199,128.4804,250
2009,양구 봉화산,38.0815,128.0972,684
2010,양구 백석산,38.312,127.893,1118
2011,영월 두위봉,37.1939,128.7243,992
2012,인제 가칠봉,38.3279,128.1251,1071
2013,양구 대암산,38.1998,128.1164,1156
2014,원대봉,37.9757,128.2118,817
2015,백석봉,37.4576,128.6492,740
2016,철원 은하봉,38.3071,127.3192,440
2017,철원 두목봉,38.3119,127.6062,690
2018,흰바우산,38.3115,127.743,800
2019,평창 백석산,37.5154,128.5148,1209
2020,중왕산,37.4776,128.5011,1050
2021,두류산,38.1477,127.5505,893
2022,화천 수리봉,38.2313,127.7284,1028
2023,영월 망경대산,37.1464,128.6164,757
2024,스토라 스조파렛,67.5,18.3,425
2024,영월 곰봉,37.0876,128.6614,798
2024,스토라 쇠팔레트,67.5,18.3,425
2025,삼척 육백산,37.211,129.1051,976
2026,강릉 피래산,37.6589,129.0009,274
2027,정선 중봉산,37.4548,128.9462,1049
2028,강릉 화란봉,37.6546,128.8162,605
2029,정선 하봉,37.4552,128.6603,1014
2030,정선 늑평산,37.4277,128.5897,810
2031,평창 매봉,37.7662,128.71,1110
2032,평창 청태산,37.5106,128.3118,975
2033,횡성 매봉산,37.5053,127.8397,364
2034,횡성 태기산,37.585,128.257,810
2035,춘천 느랏재,37.8881,127.8167,578
2036,춘천 사오랑골,37.8786,127.8803,533
2037,횡성 마당재골,37.57,127.8828,434
2038,홍천 매화산,37.6228,127.8608,432
2039,홍천 까끈봉,37.6306,127.8195,373
2040,홍천 오음산,37.62,127.9171,465
2041,홍천 응봉산,37.7997,128.2209,631
2042,춘천 금병산,37.8053,127.7488,381
2043,춘천 죽엽산,38.0313,127.8501,531
2044,춘천 토보산,38.0711,127.5654,672
2045,춘천 석파령,37.8508,127.6427,521
2046,춘천 뒷재봉,37.7791,127.5787,339
2047,가평 봉미산,37.6014,127.5473,539
2048,화천 일산,38.1883,127.814,683
2049,화천 오봉산,38.0134,127.8103,340
2050,철원 용봉산,38.1362,127.3455,302
2051,횡성 어답산,37.5926,128.1244,609
2052,강릉 고루포기산,37.6576,128.7543,714
2053,강릉 대궁산,37.7689,128.7771,553
2054,양양 시루봉,37.9117,128.6921,618
2055,평창 구양사골,37.7342,128.7125,930
2056,평창 능경봉,37.6956,128.7566,938
2057,평창 황병산,37.7414,128.6708,1137
2058,정선 동강자연휴양림,37.2613,128.6087,588
2059,정선 꽃밭덩이산,37.385,128.5506,736
2060,삼척 뇌암산,37.1821,129.2154,685
2061,삼척 깃대봉,37.2907,129.1213,668
2063,삼척 한오봉,37.2336,129.2274,890
2064,인제 아미산,38.0983,128.1377,736
2065,인제 명당산,38.1824,128.2619,668
2066,인제 응봉산,37.9861,128.199,820
2067,인제 서리골,38.0028,128.3747,725
2068,양구 기룡산,38.1303,128.0959,691
2069,양구 사명산,38.094,127.9097,659
2070,양구 천미골,38.2486,127.907,522
2071,양구 검무정골,38.2107,127.8895,676
2072,양구 대우산,38.3072,128.0851,
2073,양구 도솔산,38.2473,128.0986,999
2074,강릉 매봉산,37.5721,128.8131,876
2075,강릉 사달산,37.5714,128.7772,818
2076,평창 두타산,37.5851,128.6167,986
2077,평창 술이봉,37.4795,128.256,781
2078,영월 도마니골,37.3443,128.2593,827
2079,정선 화절령,37.1927,128.8019,1096
2080,카레수안도,68.45,22.45,330
2080,정선 기추목이,37.4749,128.8883,794
2081,동해 앞재넘어골,37.4958,129.0752,265
2081,카레수안도 A,68.45,22.45,330
